Date,County,Observed_Cases,date_column_name
2020-05-30,Florence,18,2020-05-30
2020-05-31,Florence,0,2020-05-31
2020-06-01,Florence,20,2020-06-01
2020-06-02,Florence,3,2020-06-02
2020-06-03,Florence,6,2020-06-03
2020-06-04,Florence,7,2020-06-04
2020-06-05,Florence,16,2020-06-05
2020-06-06,Florence,4,2020-06-06
2020-06-07,Florence,6,2020-06-07
2020-06-08,Florence,7,2020-06-08
2020-06-09,Florence,3,2020-06-09
2020-06-10,Florence,3,2020-06-10
2020-06-11,Florence,21,2020-06-11
2020-06-12,Florence,19,2020-06-12
2020-06-13,Florence,23,2020-06-13
2020-06-14,Florence,21,2020-06-14
2020-06-15,Florence,12,2020-06-15
2020-06-16,Florence,7,2020-06-16
2020-06-17,Florence,22,2020-06-17
2020-06-18,Florence,16,2020-06-18
2020-06-19,Florence,7,2020-06-19
2020-06-20,Florence,23,2020-06-20
2020-06-21,Florence,20,2020-06-21
2020-06-22,Florence,56,2020-06-22
2020-06-23,Florence,18,2020-06-23
2020-06-24,Florence,19,2020-06-24
2020-06-25,Florence,23,2020-06-25
2020-06-26,Florence,27,2020-06-26
2020-06-27,Florence,40,2020-06-27
2020-06-28,Florence,30,2020-06-28
2020-06-29,Florence,25,2020-06-29
2020-06-30,Florence,40,2020-06-30
2020-07-01,Florence,31,2020-07-01
2020-07-02,Florence,36,2020-07-02
2020-07-03,Florence,30,2020-07-03
2020-07-04,Florence,59,2020-07-04
2020-07-05,Florence,29,2020-07-05
2020-07-06,Florence,31,2020-07-06
2020-07-07,Florence,12,2020-07-07
2020-07-08,Florence,31,2020-07-08
2020-07-09,Florence,34,2020-07-09
2020-07-10,Florence,33,2020-07-10
2020-07-11,Florence,45,2020-07-11
2020-07-12,Florence,51,2020-07-12
2020-07-13,Florence,38,2020-07-13
2020-07-14,Florence,69,2020-07-14
2020-07-15,Florence,28,2020-07-15
2020-07-16,Florence,62,2020-07-16
2020-07-17,Florence,62,2020-07-17
2020-07-18,Florence,21,2020-07-18
2020-07-19,Florence,103,2020-07-19
2020-07-20,Florence,76,2020-07-20
2020-07-21,Florence,68,2020-07-21
2020-07-22,Florence,45,2020-07-22
2020-07-23,Florence,65,2020-07-23
2020-07-24,Florence,109,2020-07-24
2020-07-25,Florence,61,2020-07-25
2020-07-26,Florence,47,2020-07-26
2020-07-27,Florence,67,2020-07-27
2020-07-28,Florence,78,2020-07-28
2020-07-29,Florence,53,2020-07-29
2020-07-30,Florence,113,2020-07-30
2020-07-31,Florence,64,2020-07-31
2020-08-01,Florence,84,2020-08-01
2020-08-02,Florence,95,2020-08-02
2020-08-03,Florence,58,2020-08-03
2020-08-04,Florence,42,2020-08-04
2020-08-05,Florence,53,2020-08-05
2020-08-06,Florence,71,2020-08-06
2020-08-07,Florence,114,2020-08-07
2020-08-08,Florence,0,2020-08-08
2020-08-09,Florence,69,2020-08-09
2020-08-10,Florence,44,2020-08-10
2020-08-11,Florence,31,2020-08-11
2020-08-12,Florence,103,2020-08-12
2020-08-13,Florence,0,2020-08-13
2020-08-14,Florence,45,2020-08-14
2020-08-15,Florence,62,2020-08-15
2020-08-16,Florence,32,2020-08-16
2020-08-17,Florence,38,2020-08-17
2020-08-18,Florence,25,2020-08-18
2020-08-19,Florence,29,2020-08-19
2020-08-20,Florence,51,2020-08-20
2020-08-21,Florence,45,2020-08-21
2020-08-22,Florence,27,2020-08-22
2020-08-23,Florence,46,2020-08-23
2020-08-24,Florence,38,2020-08-24
2020-08-25,Florence,27,2020-08-25
2020-08-26,Florence,24,2020-08-26
2020-08-27,Florence,17,2020-08-27
2020-08-28,Florence,53,2020-08-28
2020-08-29,Florence,28,2020-08-29
2020-08-30,Florence,25,2020-08-30
2020-08-31,Florence,32,2020-08-31
2020-09-01,Florence,60,2020-09-01
2020-09-02,Florence,42,2020-09-02
2020-09-03,Florence,26,2020-09-03
2020-09-04,Florence,48,2020-09-04
2020-09-05,Florence,30,2020-09-05
2020-09-06,Florence,19,2020-09-06
2020-09-07,Florence,20,2020-09-07
2020-09-08,Florence,16,2020-09-08
2020-09-09,Florence,23,2020-09-09
2020-09-10,Florence,12,2020-09-10
2020-09-11,Florence,35,2020-09-11
2020-09-12,Florence,36,2020-09-12
2020-09-13,Florence,20,2020-09-13
2020-09-14,Florence,10,2020-09-14
2020-09-15,Florence,17,2020-09-15
2020-09-16,Florence,17,2020-09-16
2020-09-17,Florence,38,2020-09-17
2020-09-18,Florence,22,2020-09-18
2020-09-19,Florence,30,2020-09-19
2020-09-20,Florence,16,2020-09-20
2020-09-21,Florence,21,2020-09-21
2020-09-22,Florence,20,2020-09-22
2020-09-23,Florence,15,2020-09-23
2020-09-24,Florence,22,2020-09-24
2020-09-25,Florence,17,2020-09-25
2020-09-26,Florence,22,2020-09-26
2020-09-27,Florence,19,2020-09-27
2020-09-28,Florence,10,2020-09-28
2020-09-29,Florence,12,2020-09-29
2020-09-30,Florence,5,2020-09-30
2020-10-01,Florence,10,2020-10-01
2020-10-02,Florence,18,2020-10-02
2020-10-03,Florence,32,2020-10-03
2020-10-04,Florence,14,2020-10-04
2020-10-05,Florence,11,2020-10-05
2020-10-06,Florence,31,2020-10-06
2020-10-07,Florence,44,2020-10-07
2020-10-08,Florence,18,2020-10-08
2020-10-09,Florence,12,2020-10-09
2020-10-10,Florence,19,2020-10-10
2020-10-11,Florence,17,2020-10-11
2020-10-12,Florence,16,2020-10-12
2020-10-13,Florence,30,2020-10-13
2020-10-14,Florence,29,2020-10-14
2020-10-15,Florence,31,2020-10-15
2020-10-16,Florence,26,2020-10-16
2020-10-17,Florence,27,2020-10-17
2020-10-18,Florence,14,2020-10-18
2020-10-19,Florence,28,2020-10-19
2020-10-20,Florence,25,2020-10-20
2020-10-21,Florence,17,2020-10-21
2020-10-22,Florence,34,2020-10-22
2020-10-23,Florence,13,2020-10-23
2020-10-24,Florence,13,2020-10-24
2020-10-25,Florence,42,2020-10-25
2020-10-26,Florence,23,2020-10-26
2020-10-27,Florence,30,2020-10-27
2020-10-28,Florence,49,2020-10-28
2020-10-29,Florence,8,2020-10-29
2020-10-30,Florence,19,2020-10-30
2020-10-31,Florence,25,2020-10-31
2020-11-01,Florence,37,2020-11-01
2020-11-02,Florence,27,2020-11-02
2020-11-03,Florence,24,2020-11-03
2020-11-04,Florence,9,2020-11-04
2020-11-05,Florence,17,2020-11-05
2020-11-06,Florence,20,2020-11-06
2020-11-07,Florence,56,2020-11-07
2020-11-08,Florence,28,2020-11-08
2020-11-09,Florence,10,2020-11-09
2020-11-10,Florence,31,2020-11-10
2020-11-11,Florence,32,2020-11-11
2020-11-12,Florence,36,2020-11-12
2020-11-13,Florence,35,2020-11-13
2020-11-14,Florence,65,2020-11-14
2020-11-15,Florence,43,2020-11-15
2020-11-16,Florence,0,2020-11-16
2020-11-17,Florence,0,2020-11-17
2020-11-18,Florence,0,2020-11-18
2020-11-19,Florence,158,2020-11-19
2020-11-20,Florence,0,2020-11-20
2020-11-21,Florence,0,2020-11-21
2020-11-22,Florence,0,2020-11-22
2020-11-23,Florence,112,2020-11-23
2020-11-24,Florence,102,2020-11-24
2020-11-25,Florence,0,2020-11-25
2020-11-26,Florence,0,2020-11-26
2020-11-27,Florence,155,2020-11-27
2020-11-28,Florence,33,2020-11-28
2020-11-29,Florence,0,2020-11-29
2020-11-30,Florence,37,2020-11-30
2020-12-01,Florence,33,2020-12-01
2020-12-02,Florence,37,2020-12-02
2020-12-03,Florence,82,2020-12-03
2020-12-04,Florence,74,2020-12-04
2020-12-05,Florence,106,2020-12-05
2020-12-06,Florence,100,2020-12-06
2020-12-07,Florence,112,2020-12-07
2020-12-08,Florence,125,2020-12-08
2020-12-09,Florence,92,2020-12-09
2020-12-10,Florence,87,2020-12-10
2020-12-11,Florence,138,2020-12-11
2020-12-12,Florence,134,2020-12-12
2020-12-13,Florence,132,2020-12-13
2020-12-14,Florence,136,2020-12-14
2020-12-15,Florence,126,2020-12-15
2020-12-16,Florence,102,2020-12-16
2020-12-17,Florence,93,2020-12-17
2020-12-18,Florence,187,2020-12-18
2020-12-19,Florence,129,2020-12-19
2020-12-20,Florence,88,2020-12-20
2020-12-21,Florence,156,2020-12-21
2020-12-22,Florence,130,2020-12-22
2020-12-23,Florence,224,2020-12-23
2020-12-24,Florence,132,2020-12-24
2020-12-25,Florence,0,2020-12-25
2020-12-26,Florence,119,2020-12-26
2020-12-27,Florence,414,2020-12-27
2020-12-28,Florence,81,2020-12-28
2020-12-29,Florence,100,2020-12-29
2020-12-30,Florence,142,2020-12-30
2020-12-31,Florence,133,2020-12-31
2021-01-01,Florence,0,2021-01-01
2021-01-02,Florence,231,2021-01-02
2021-01-03,Florence,391,2021-01-03
2021-01-04,Florence,224,2021-01-04
2021-01-05,Florence,114,2021-01-05
2021-01-06,Florence,177,2021-01-06
2021-01-07,Florence,163,2021-01-07
2021-01-08,Florence,179,2021-01-08
2021-01-09,Florence,243,2021-01-09
2021-01-10,Florence,138,2021-01-10
2021-01-11,Florence,115,2021-01-11
2021-01-12,Florence,52,2021-01-12
2021-01-13,Florence,250,2021-01-13
2021-01-14,Florence,232,2021-01-14
2021-01-15,Florence,201,2021-01-15
2021-01-16,Florence,213,2021-01-16
2021-01-17,Florence,222,2021-01-17
2021-01-18,Florence,147,2021-01-18
2021-01-19,Florence,100,2021-01-19
2021-01-20,Florence,69,2021-01-20
2021-01-21,Florence,103,2021-01-21
2021-01-22,Florence,153,2021-01-22
2021-01-23,Florence,116,2021-01-23
2021-01-24,Florence,103,2021-01-24
2021-01-25,Florence,114,2021-01-25
2021-01-26,Florence,86,2021-01-26
2021-01-27,Florence,64,2021-01-27
2021-01-28,Florence,83,2021-01-28
2021-01-29,Florence,95,2021-01-29
2021-01-30,Florence,78,2021-01-30
2021-01-31,Florence,99,2021-01-31
2021-02-01,Florence,53,2021-02-01
2021-02-02,Florence,39,2021-02-02
2021-02-03,Florence,50,2021-02-03
2021-02-04,Florence,55,2021-02-04
2021-02-05,Florence,77,2021-02-05
2021-02-06,Florence,70,2021-02-06
2021-02-07,Florence,109,2021-02-07
2021-02-08,Florence,50,2021-02-08
2021-02-09,Florence,75,2021-02-09
2021-02-10,Florence,47,2021-02-10
2021-02-11,Florence,118,2021-02-11
2021-02-12,Florence,116,2021-02-12
2021-02-13,Florence,59,2021-02-13
2021-02-14,Florence,109,2021-02-14
2021-02-15,Florence,51,2021-02-15
2021-02-16,Florence,24,2021-02-16
2021-02-17,Florence,30,2021-02-17
2021-02-18,Florence,39,2021-02-18
2021-02-19,Florence,54,2021-02-19
2021-02-20,Florence,64,2021-02-20
2021-02-21,Florence,38,2021-02-21
2021-02-22,Florence,15,2021-02-22
2021-02-23,Florence,26,2021-02-23
2021-02-24,Florence,32,2021-02-24
2021-02-25,Florence,62,2021-02-25
2021-02-26,Florence,26,2021-02-26
2021-02-27,Florence,35,2021-02-27
2021-02-28,Florence,20,2021-02-28
2021-03-01,Florence,14,2021-03-01
2021-03-02,Florence,21,2021-03-02
2021-03-03,Florence,24,2021-03-03
2021-03-04,Florence,14,2021-03-04
2021-03-05,Florence,47,2021-03-05
2021-03-06,Florence,32,2021-03-06
2021-03-07,Florence,34,2021-03-07
2021-03-08,Florence,29,2021-03-08
2021-03-09,Florence,6,2021-03-09
2021-03-10,Florence,25,2021-03-10
2021-03-11,Florence,11,2021-03-11
2021-03-12,Florence,37,2021-03-12
2021-03-13,Florence,50,2021-03-13
2021-03-14,Florence,7,2021-03-14
2021-03-15,Florence,8,2021-03-15
2021-03-16,Florence,11,2021-03-16
2021-03-17,Florence,26,2021-03-17
2021-03-18,Florence,38,2021-03-18
2021-03-19,Florence,15,2021-03-19
2021-03-20,Florence,11,2021-03-20
2021-03-21,Florence,20,2021-03-21
2021-03-22,Florence,7,2021-03-22
2021-03-23,Florence,14,2021-03-23
2021-03-24,Florence,2,2021-03-24
2021-03-25,Florence,28,2021-03-25
2021-03-26,Florence,15,2021-03-26
2021-03-27,Florence,13,2021-03-27
2021-03-28,Florence,4,2021-03-28
2021-03-29,Florence,12,2021-03-29
2021-03-30,Florence,7,2021-03-30
2021-03-31,Florence,11,2021-03-31
2021-04-01,Florence,0,2021-04-01
2021-04-02,Florence,6,2021-04-02
2021-04-03,Florence,8,2021-04-03
2021-04-04,Florence,0,2021-04-04
2021-04-05,Florence,10,2021-04-05
2021-04-06,Florence,19,2021-04-06
2021-04-07,Florence,6,2021-04-07
2021-04-08,Florence,16,2021-04-08
2021-04-09,Florence,18,2021-04-09
2021-04-10,Florence,19,2021-04-10
2021-04-11,Florence,13,2021-04-11
2021-04-12,Florence,14,2021-04-12
2021-04-13,Florence,9,2021-04-13
2021-04-14,Florence,4,2021-04-14
2021-04-15,Florence,19,2021-04-15
2021-04-16,Florence,39,2021-04-16
2021-04-17,Florence,21,2021-04-17
2021-04-18,Florence,16,2021-04-18
2021-04-19,Florence,18,2021-04-19
2021-04-20,Florence,21,2021-04-20
2021-04-21,Florence,4,2021-04-21
2021-04-22,Florence,15,2021-04-22
2021-04-23,Florence,24,2021-04-23
2021-04-24,Florence,12,2021-04-24
2021-04-25,Florence,13,2021-04-25
2021-04-26,Florence,7,2021-04-26
2021-04-27,Florence,10,2021-04-27
2021-04-28,Florence,7,2021-04-28
2021-04-29,Florence,27,2021-04-29
2021-04-30,Florence,14,2021-04-30
2021-05-01,Florence,13,2021-05-01
2021-05-02,Florence,7,2021-05-02
2021-05-03,Florence,14,2021-05-03
2021-05-04,Florence,8,2021-05-04
2021-05-05,Florence,16,2021-05-05
2021-05-06,Florence,9,2021-05-06
2021-05-07,Florence,16,2021-05-07
2021-05-08,Florence,13,2021-05-08
2021-05-09,Florence,12,2021-05-09
2021-05-10,Florence,20,2021-05-10
2021-05-11,Florence,6,2021-05-11
2021-05-12,Florence,12,2021-05-12
2021-05-13,Florence,2,2021-05-13
2021-05-14,Florence,10,2021-05-14
2021-05-15,Florence,26,2021-05-15
2021-05-16,Florence,6,2021-05-16
2021-05-17,Florence,9,2021-05-17
2021-05-18,Florence,1,2021-05-18
2021-05-19,Florence,7,2021-05-19
2021-05-20,Florence,4,2021-05-20
2021-05-21,Florence,20,2021-05-21
2021-05-22,Florence,7,2021-05-22
2021-05-23,Florence,7,2021-05-23
2021-05-24,Florence,2,2021-05-24
2021-05-25,Florence,2,2021-05-25
2021-05-26,Florence,4,2021-05-26
2021-05-27,Florence,2,2021-05-27
2021-05-28,Florence,13,2021-05-28
2021-05-29,Florence,6,2021-05-29
2021-05-30,Florence,9,2021-05-30
2021-05-31,Florence,5,2021-05-31
2021-06-01,Florence,0,2021-06-01
2021-06-02,Florence,6,2021-06-02
2021-06-03,Florence,2,2021-06-03
2021-06-04,Florence,5,2021-06-04
2021-06-05,Florence,4,2021-06-05
2021-06-06,Florence,4,2021-06-06
2021-06-07,Florence,4,2021-06-07
2021-06-08,Florence,5,2021-06-08
2021-06-09,Florence,5,2021-06-09
2021-06-10,Florence,4,2021-06-10
2021-06-11,Florence,1,2021-06-11
2021-06-12,Florence,0,2021-06-12
2021-06-13,Florence,2,2021-06-13
2021-06-14,Florence,10,2021-06-14
2021-06-15,Florence,3,2021-06-15
2021-06-16,Florence,6,2021-06-16
2021-06-17,Florence,1,2021-06-17
2021-06-18,Florence,20,2021-06-18
2021-06-19,Florence,0,2021-06-19
2021-06-20,Florence,0,2021-06-20
2021-06-21,Florence,8,2021-06-21
2021-06-22,Florence,0,2021-06-22
2021-06-23,Florence,5,2021-06-23
2021-06-24,Florence,4,2021-06-24
2021-06-25,Florence,5,2021-06-25
2021-06-26,Florence,0,2021-06-26
2021-06-27,Florence,0,2021-06-27
2021-06-28,Florence,20,2021-06-28
2021-06-29,Florence,2,2021-06-29
2021-06-30,Florence,1,2021-06-30
2021-07-01,Florence,4,2021-07-01
2021-07-02,Florence,3,2021-07-02
2021-07-03,Florence,0,2021-07-03
2021-07-04,Florence,0,2021-07-04
2021-07-05,Florence,27,2021-07-05
2021-07-06,Florence,2,2021-07-06
2021-07-07,Florence,4,2021-07-07
2021-07-08,Florence,3,2021-07-08
2021-07-09,Florence,16,2021-07-09
2021-07-10,Florence,0,2021-07-10
2021-07-11,Florence,0,2021-07-11
2021-07-12,Florence,33,2021-07-12
2021-07-13,Florence,4,2021-07-13
2021-07-14,Florence,7,2021-07-14
2021-07-15,Florence,2,2021-07-15
2021-07-16,Florence,15,2021-07-16
2021-07-17,Florence,0,2021-07-17
2021-07-18,Florence,0,2021-07-18
2021-07-19,Florence,27,2021-07-19
2021-07-20,Florence,4,2021-07-20
2021-07-21,Florence,8,2021-07-21
2021-07-22,Florence,22,2021-07-22
2021-07-23,Florence,32,2021-07-23
2021-07-24,Florence,0,2021-07-24
2021-07-25,Florence,0,2021-07-25
2021-07-26,Florence,53,2021-07-26
2021-07-27,Florence,27,2021-07-27
2021-07-28,Florence,43,2021-07-28
2021-07-29,Florence,40,2021-07-29
2021-07-30,Florence,54,2021-07-30
2021-07-31,Florence,0,2021-07-31
2021-08-01,Florence,0,2021-08-01
2021-08-02,Florence,155,2021-08-02
2021-08-03,Florence,39,2021-08-03
2021-08-04,Florence,52,2021-08-04
2021-08-05,Florence,51,2021-08-05
2021-08-06,Florence,64,2021-08-06
2021-08-07,Florence,0,2021-08-07
2021-08-08,Florence,0,2021-08-08
2021-08-09,Florence,223,2021-08-09
2021-08-10,Florence,55,2021-08-10
2021-08-11,Florence,41,2021-08-11
2021-08-12,Florence,94,2021-08-12
2021-08-13,Florence,131,2021-08-13
2021-08-14,Florence,0,2021-08-14
2021-08-15,Florence,0,2021-08-15
2021-08-16,Florence,301,2021-08-16
2021-08-17,Florence,64,2021-08-17
2021-08-18,Florence,108,2021-08-18
2021-08-19,Florence,113,2021-08-19
2021-08-20,Florence,230,2021-08-20
2021-08-21,Florence,0,2021-08-21
2021-08-22,Florence,0,2021-08-22
2021-08-23,Florence,632,2021-08-23
2021-08-24,Florence,152,2021-08-24
2021-08-25,Florence,115,2021-08-25
2021-08-26,Florence,110,2021-08-26
2021-08-27,Florence,198,2021-08-27
2021-08-28,Florence,0,2021-08-28
2021-08-29,Florence,0,2021-08-29
2021-08-30,Florence,674,2021-08-30
2021-08-31,Florence,147,2021-08-31
2021-09-01,Florence,146,2021-09-01
2021-09-02,Florence,193,2021-09-02
2021-09-03,Florence,197,2021-09-03
2021-09-04,Florence,0,2021-09-04
2021-09-05,Florence,0,2021-09-05
2021-09-06,Florence,551,2021-09-06
2021-09-07,Florence,112,2021-09-07
2021-09-08,Florence,80,2021-09-08
2021-09-09,Florence,103,2021-09-09
2021-09-10,Florence,74,2021-09-10
2021-09-11,Florence,0,2021-09-11
2021-09-12,Florence,0,2021-09-12
2021-09-13,Florence,467,2021-09-13
2021-09-14,Florence,120,2021-09-14
2021-09-15,Florence,103,2021-09-15
2021-09-16,Florence,91,2021-09-16
2021-09-17,Florence,167,2021-09-17
2021-09-18,Florence,0,2021-09-18
2021-09-19,Florence,0,2021-09-19
2021-09-20,Florence,402,2021-09-20
2021-09-21,Florence,74,2021-09-21
2021-09-22,Florence,51,2021-09-22
2021-09-23,Florence,81,2021-09-23
2021-09-24,Florence,77,2021-09-24
2021-09-25,Florence,0,2021-09-25
2021-09-26,Florence,0,2021-09-26
2021-09-27,Florence,254,2021-09-27
2021-09-28,Florence,51,2021-09-28
2021-09-29,Florence,44,2021-09-29
2021-09-30,Florence,85,2021-09-30
2021-10-01,Florence,78,2021-10-01
2021-10-02,Florence,0,2021-10-02
2021-10-03,Florence,0,2021-10-03
2021-10-04,Florence,182,2021-10-04
2021-10-05,Florence,35,2021-10-05
2021-10-06,Florence,25,2021-10-06
2021-10-07,Florence,55,2021-10-07
2021-10-08,Florence,30,2021-10-08
2021-10-09,Florence,0,2021-10-09
2021-10-10,Florence,0,2021-10-10
2021-10-11,Florence,121,2021-10-11
2021-10-12,Florence,11,2021-10-12
2021-10-13,Florence,33,2021-10-13
2021-10-14,Florence,49,2021-10-14
2021-10-15,Florence,37,2021-10-15
2021-10-16,Florence,0,2021-10-16
2021-10-17,Florence,0,2021-10-17
2021-10-18,Florence,80,2021-10-18
2021-10-19,Florence,15,2021-10-19
2021-10-20,Florence,17,2021-10-20
2021-10-21,Florence,18,2021-10-21
2021-10-22,Florence,16,2021-10-22
2021-10-23,Florence,0,2021-10-23
2021-10-24,Florence,0,2021-10-24
2021-10-25,Florence,60,2021-10-25
2021-10-26,Florence,9,2021-10-26
2021-10-27,Florence,24,2021-10-27
2021-10-28,Florence,10,2021-10-28
2021-10-29,Florence,38,2021-10-29
2021-10-30,Florence,0,2021-10-30
2021-10-31,Florence,0,2021-10-31
2021-11-01,Florence,43,2021-11-01
2021-11-02,Florence,8,2021-11-02
2021-11-03,Florence,10,2021-11-03
2021-11-04,Florence,14,2021-11-04
2021-11-05,Florence,19,2021-11-05
2021-11-06,Florence,0,2021-11-06
2021-11-07,Florence,0,2021-11-07
2021-11-08,Florence,41,2021-11-08
2021-11-09,Florence,6,2021-11-09
2021-11-10,Florence,5,2021-11-10
2021-11-11,Florence,0,2021-11-11
2021-11-12,Florence,42,2021-11-12
2021-11-13,Florence,0,2021-11-13
2021-11-14,Florence,0,2021-11-14
2021-11-15,Florence,50,2021-11-15
2021-11-16,Florence,0,2021-11-16
2021-11-17,Florence,32,2021-11-17
2021-11-18,Florence,19,2021-11-18
2021-11-19,Florence,37,2021-11-19
2021-11-20,Florence,0,2021-11-20
2021-11-21,Florence,0,2021-11-21
2021-11-22,Florence,71,2021-11-22
2021-11-23,Florence,6,2021-11-23
2021-11-24,Florence,0,2021-11-24
2021-11-25,Florence,12,2021-11-25
2021-11-26,Florence,27,2021-11-26
2021-11-27,Florence,0,2021-11-27
2021-11-28,Florence,0,2021-11-28
2021-11-29,Florence,55,2021-11-29
2021-11-30,Florence,11,2021-11-30
2021-12-01,Florence,21,2021-12-01
2021-12-02,Florence,22,2021-12-02
2021-12-03,Florence,46,2021-12-03
2021-12-04,Florence,0,2021-12-04
2021-12-05,Florence,0,2021-12-05
2021-12-06,Florence,0,2021-12-06
2021-12-07,Florence,108,2021-12-07
2021-12-08,Florence,17,2021-12-08
2021-12-09,Florence,19,2021-12-09
2021-12-10,Florence,22,2021-12-10
2021-12-11,Florence,0,2021-12-11
2021-12-12,Florence,0,2021-12-12
2021-12-13,Florence,84,2021-12-13
2021-12-14,Florence,23,2021-12-14
2021-12-15,Florence,15,2021-12-15
2021-12-16,Florence,16,2021-12-16
2021-12-17,Florence,25,2021-12-17
2021-12-18,Florence,0,2021-12-18
2021-12-19,Florence,0,2021-12-19
2021-12-20,Florence,136,2021-12-20
2021-12-21,Florence,17,2021-12-21
2021-12-22,Florence,47,2021-12-22
2021-12-23,Florence,56,2021-12-23
2021-12-24,Florence,0,2021-12-24
2021-12-25,Florence,0,2021-12-25
2021-12-26,Florence,0,2021-12-26
2021-12-27,Florence,0,2021-12-27
2021-12-28,Florence,0,2021-12-28
2021-12-29,Florence,350,2021-12-29
2021-12-30,Florence,134,2021-12-30
2021-12-31,Florence,228,2021-12-31
2022-01-01,Florence,0,2022-01-01
2022-01-02,Florence,0,2022-01-02
2022-01-03,Florence,0,2022-01-03
2022-01-04,Florence,808,2022-01-04
2022-01-05,Florence,198,2022-01-05
2022-01-06,Florence,471,2022-01-06
2022-01-07,Florence,327,2022-01-07
2022-01-08,Florence,0,2022-01-08
2022-01-09,Florence,0,2022-01-09
2022-01-10,Florence,1262,2022-01-10
2022-01-11,Florence,180,2022-01-11
2022-01-12,Florence,280,2022-01-12
2022-01-13,Florence,335,2022-01-13
2022-01-14,Florence,583,2022-01-14
2022-01-15,Florence,0,2022-01-15
2022-01-16,Florence,0,2022-01-16
2022-01-17,Florence,0,2022-01-17
2022-01-18,Florence,1951,2022-01-18
2022-01-19,Florence,336,2022-01-19
2022-01-20,Florence,351,2022-01-20
2022-01-21,Florence,377,2022-01-21
2022-01-22,Florence,0,2022-01-22
2022-01-23,Florence,0,2022-01-23
2022-01-24,Florence,0,2022-01-24
2022-01-25,Florence,0,2022-01-25
2022-01-26,Florence,1902,2022-01-26
2022-01-27,Florence,334,2022-01-27
2022-01-28,Florence,395,2022-01-28
2022-01-29,Florence,0,2022-01-29
2022-01-30,Florence,0,2022-01-30
2022-01-31,Florence,844,2022-01-31
2022-02-01,Florence,110,2022-02-01
2022-02-02,Florence,136,2022-02-02
2022-02-03,Florence,217,2022-02-03
2022-02-04,Florence,181,2022-02-04
2022-02-05,Florence,0,2022-02-05
2022-02-06,Florence,0,2022-02-06
2022-02-07,Florence,362,2022-02-07
2022-02-08,Florence,40,2022-02-08
2022-02-09,Florence,87,2022-02-09
2022-02-10,Florence,111,2022-02-10
2022-02-11,Florence,0,2022-02-11
2022-02-12,Florence,0,2022-02-12
2022-02-13,Florence,0,2022-02-13
2022-02-14,Florence,383,2022-02-14
2022-02-15,Florence,36,2022-02-15
2022-02-16,Florence,43,2022-02-16
2022-02-17,Florence,88,2022-02-17
2022-02-18,Florence,56,2022-02-18
2022-02-19,Florence,0,2022-02-19
2022-02-20,Florence,0,2022-02-20
2022-02-21,Florence,0,2022-02-21
2022-02-22,Florence,129,2022-02-22
2022-02-23,Florence,32,2022-02-23
2022-02-24,Florence,6,2022-02-24
2022-02-25,Florence,13,2022-02-25
2022-02-26,Florence,0,2022-02-26
2022-02-27,Florence,0,2022-02-27
2022-02-28,Florence,28,2022-02-28
2022-03-01,Florence,30,2022-03-01
2022-03-02,Florence,6,2022-03-02
2022-03-03,Florence,8,2022-03-03
2022-03-04,Florence,10,2022-03-04
2022-03-05,Florence,0,2022-03-05
2022-03-06,Florence,0,2022-03-06
2022-03-07,Florence,15,2022-03-07
2022-03-08,Florence,0,2022-03-08
2022-03-09,Florence,9,2022-03-09
2022-03-10,Florence,8,2022-03-10
2022-03-11,Florence,4,2022-03-11
2022-03-12,Florence,0,2022-03-12
2022-03-13,Florence,0,2022-03-13
2022-03-14,Florence,0,2022-03-14
2022-03-15,Florence,11,2022-03-15
2022-03-16,Florence,0,2022-03-16
2022-03-17,Florence,0,2022-03-17
2022-03-18,Florence,0,2022-03-18
2022-03-19,Florence,0,2022-03-19
2022-03-20,Florence,0,2022-03-20
2022-03-21,Florence,0,2022-03-21
2022-03-22,Florence,35,2022-03-22
2022-03-23,Florence,0,2022-03-23
2022-03-24,Florence,0,2022-03-24
2022-03-25,Florence,0,2022-03-25
2022-03-26,Florence,0,2022-03-26
2022-03-27,Florence,0,2022-03-27
2022-03-28,Florence,0,2022-03-28
2022-03-29,Florence,12,2022-03-29
2022-03-30,Florence,0,2022-03-30
2022-03-31,Florence,0,2022-03-31
2022-04-01,Florence,0,2022-04-01
2022-04-02,Florence,0,2022-04-02
2022-04-03,Florence,0,2022-04-03
2022-04-04,Florence,0,2022-04-04
2022-04-05,Florence,19,2022-04-05
2022-04-06,Florence,0,2022-04-06
2022-04-07,Florence,0,2022-04-07
2022-04-08,Florence,0,2022-04-08
2022-04-09,Florence,0,2022-04-09
2022-04-10,Florence,0,2022-04-10
2022-04-11,Florence,0,2022-04-11
2022-04-12,Florence,11,2022-04-12
2022-04-13,Florence,0,2022-04-13
2022-04-14,Florence,0,2022-04-14
2022-04-15,Florence,0,2022-04-15
2022-04-16,Florence,0,2022-04-16
2022-04-17,Florence,0,2022-04-17
2022-04-18,Florence,0,2022-04-18
2022-04-19,Florence,18,2022-04-19
2022-04-20,Florence,0,2022-04-20
2022-04-21,Florence,0,2022-04-21
2022-04-22,Florence,0,2022-04-22
2022-04-23,Florence,0,2022-04-23
2022-04-24,Florence,0,2022-04-24
2022-04-25,Florence,0,2022-04-25
2022-04-26,Florence,0,2022-04-26
2022-04-27,Florence,0,2022-04-27
